Ringtail Cat/Madrone/Las Trampas Ridge/Calaveras Ridge/Cordoroy Trails,http://farm3.static.flickr.com/2771/4049682735_467a224ac9_s.jpg,http://alltrails.com/trail/us/california/ringtail-cat-madrone-las-trampas-ridge-calaveras-ridge-cordoroy-trails,37.81665,-122.05048,"San Ramon, CA",trail,4
Lafayette Reservoir: Rim Trail,http://cdn-assets.alltrails.com/uploads/photo/image/10233465/icon_23110ae98740b70f420f68a7ef09277a.jpg,http://alltrails.com/trail/us/california/lafayette-reservoir-rim-trail,37.88589,-122.14215,"Lafayette, CA",trail,4
Coast Trail to Wildcat Camp,http://cdn-assets.alltrails.com/uploads/photo/image/10234003/icon_2814307e6efc825d96145fb68a0842c1.jpg,http://alltrails.com/trail/us/california/coast-trail-to-wildcat-camp,37.93541,-122.74843,"Bolinas, CA",trail,5
Mount Sutro: Mount Sutro Out-and-Back Trail,http://cdn-assets.alltrails.com/uploads/photo/image/10400486/icon_.jpg,http://alltrails.com/trail/us/california/mount-sutro-mount-sutro-out-and-back-trail,37.7606705,-122.4551511,"San Francisco, CA",trail,4
Mount Tamalpais: Middle Peak Loop Trail,http://cdn-assets.alltrails.com/uploads/photo/image/10388618/icon_378057c0ccadd00206991fa078dfceb0.jpg,http://alltrails.com/trail/us/california/mount-tamalpais-middle-peak-loop-trail,37.92696,-122.57998,"Mill Valley, CA",trail,4
Bootjack Trail,http://farm5.static.flickr.com/4122/4794666949_9a5c8bf872_s.jpg,http://alltrails.com/trail/us/california/bootjack-trail,37.894,-122.5742,"Mill Valley, CA",trail,4
Joaquin Miller Park,http://cdn-assets.alltrails.com/uploads/photo/image/10274231/icon_0df3e483dec8bf1735290d64224e72e4.jpg,http://alltrails.com/trail/us/california/joaquin-miller-park,37.81367,-122.18222,"Oakland, CA",trail,4
Mt. Diablo State Park: Sycamore Creek Trail,http://cdn-assets.alltrails.com/uploads/photo/image/10347570/icon_53b15ee2f7296053f52deb2df28044e5.jpg,http://alltrails.com/trail/us/california/mt-diablo-state-park-sycamore-creek-trail,37.85213,-121.92581,"Danville, CA",trail,5
Steep Ravine Trail,http://farm4.static.flickr.com/3078/2562574733_064811ed00_s.jpg,http://alltrails.com/trail/us/california/steep-ravine-trail,37.8952039,-122.6149802,"Stinson Beach, CA",trail,5
Bay Area Ridge Trail: Purisima Creek Redwoods Open Space Preserve,http://farm4.static.flickr.com/3609/3362490568_7aabccbde5_s.jpg,http://alltrails.com/trail/us/california/bay-area-ridge-trail-purisima-creek-redwoods-open-space-preserve,37.42657,-122.33994,"Redwood City, CA",trail,4
Coyote Hills Regional Park Trail,http://cdn-assets.alltrails.com/uploads/photo/image/10238279/icon_a6f1a8fa94ce1d1d3c6be87989ff1e77.jpg,http://alltrails.com/trail/us/california/coyote-hills-regional-park,37.55408,-122.0875,"Fremont, CA",trail,4
China Camp State Park Campgrounds,http://cdn-assets.alltrails.com/uploads/photo/image/10238681/icon_e94b8434d74991032639eb02fa5efc5a.jpg,http://alltrails.com/trail/us/california/china-camp-state-park-campgrounds,38.0011,-122.46252,"San Rafael, CA",trail,4
Mitchell Creek to Diablo Summit,http://cdn-assets.alltrails.com/uploads/photo/image/10391434/icon_03eb7f9f3c9524959eb92d6c4340318e.jpg,http://alltrails.com/trail/us/california/mitchell-creek-to-diablo-summit,37.9221493,-121.9413972,"Clayton, CA",trail,4
Muir Beach to Rodeo Beach,http://cdn-assets.alltrails.com/uploads/photo/image/10210127/icon_0d9732e334486ed46de5d251e391778c.jpg,http://alltrails.com/trail/us/california/muir-beach-to-rodeo-beach,37.86042,-122.57968,"Sausalito, CA",trail,4
Tilden - Wildcat Canyon Loop,http://cdn-assets.alltrails.com/uploads/photo/image/10349544/icon_95a3f3ffc3b2576b2bc92a0cdb46892e.jpg,http://alltrails.com/trail/us/california/tilden-wildcat-canyon-loop,37.93397,-122.28414,"El Cerrito, CA",trail,4
Kirby Cove,http://farm4.static.flickr.com/3432/3970831342_e6d621a2ac_s.jpg,http://alltrails.com/trail/us/california/kirby-cove,37.8294783,-122.483815,"Sausalito, CA",trail,5
"Baltimore Canyon, Dawn Falls Trail",http://cdn-assets.alltrails.com/uploads/photo/image/10130921/icon_7511eb4f2a8338ebbd2fd8f6e1f5d288.jpg,http://alltrails.com/trail/us/california/baltimore-canyon,37.9288087,-122.5384638,"Larkspur, CA",trail,4
Half Moon Bay State Park: Coastside Trail,http://cdn-assets.alltrails.com/uploads/photo/image/10233691/icon_45fe4d88860d0caac4fe6c39a5ab521e.jpg,http://alltrails.com/trail/us/california/half-moon-bay-state-park-coastside-trail,37.47381,-122.4485,"Half Moon Bay, CA",trail,4
Waterfall Trail to Indian Valley,http://cdn-assets.alltrails.com/uploads/photo/image/10442495/icon_.jpg,http://alltrails.com/trail/us/california/waterfall-trail-to-indian-valley,38.07833,-122.57833,"Novato, CA",trail,3
Sweeney Ridge Trail,http://cdn-assets.alltrails.com/uploads/photo/image/10332270/icon_146d558d225132a9c2ee340191d98817.jpg,http://alltrails.com/trail/us/california/sweeney-ridge-trail,37.6052142,-122.4583076,"Pacifica, CA",trail,4
Huddart County Park Trails,http://cdn-assets.alltrails.com/uploads/photo/image/10311708/icon_fb9e5a73e5319ba7e4749a401b5dfc6e.jpg,http://alltrails.com/trail/us/california/huddart-county-park-trails,37.43592,-122.28659,"Redwood City, CA",trail,5
Sibley Volcanic Regional Preserve Trail,http://cdn-assets.alltrails.com/uploads/photo/image/10237544/icon_5a7ce41698cadc9a4eee974448d92d3a.jpg,http://alltrails.com/trail/us/california/sibley-volcanic-regional-preserve-trail,37.84801,-122.19923,"Canyon, CA",trail,4
Seaview / Big Springs Trails Loop,http://cdn-assets.alltrails.com/uploads/photo/image/10288967/icon_c06fa3db1ce2a0e225d5067c46571ae5.jpg,http://alltrails.com/trail/us/california/seaview-big-springs-trails-loop,37.91644,-122.26278,"Berkeley, CA",trail,4
Mt.Tamalpais: High Marsh Loop Trail,http://cdn-assets.alltrails.com/uploads/photo/image/10496740/icon_.jpg,http://alltrails.com/trail/us/california/mttamalpais-high-marsh-loop-trail,37.9107197,-122.6128594,"Stinson Beach, CA",trail,5
Diablo Foothills Regional Park Trails,http://cdn-assets.alltrails.com/uploads/photo/image/10238090/icon_15502a604ea89dbe3371fbdc614e021d.jpg,http://alltrails.com/trail/us/california/diablo-foothills-regional-park-trails,37.89378,-121.99416,"Walnut Creek, CA",trail,4
Golden Gate Bridge and Baker Beach,http://cdn-assets.alltrails.com/uploads/photo/image/10258280/icon_2ce0a08c4d9c62bb16eebf3b383e7712.jpg,http://alltrails.com/trail/us/california/golden-gate-bridge-and-baker-beach,37.79327,-122.483096,"San Francisco, CA",trail,4
San Bruno Mountain,http://cdn-assets.alltrails.com/uploads/photo/image/10275379/icon_c8172acdd53c4adf7a000913d4c3d143.jpg,http://alltrails.com/trail/us/california/san-bruno-mountain,37.69617,-122.4375,"Daly City, CA",trail,4
Bay Area Ridge Trail and Anza Trail Loop,http://cdn-assets.alltrails.com/uploads/photo/image/10358613/icon_fdb735514371268d58fb31c5e48af141.jpg,http://alltrails.com/trail/us/california/bay-area-ridge-trail-and-anza-trail-loop,37.78722,-122.46833,"San Francisco, CA",trail,4
Carson Falls and Pine Mountain,http://cdn-assets.alltrails.com/uploads/photo/image/10096466/icon_f4a3b8d3c7151efa6252d36b36fd7429.jpg,http://alltrails.com/trail/us/california/carson-falls-and-pine-mountain,37.96141,-122.6253,"Fairfax, CA",trail,4
Batteries to Bluffs Trail,http://cdn-assets.alltrails.com/uploads/photo/image/10266851/icon_6fa73f2cc3d3cf379ccf2c918e562024.jpg,http://alltrails.com/trail/us/california/batteries-to-bluffs-trail,37.8057,-122.4767,"San Francisco, CA",trail,5
Tamarancho Trail,http://cdn-assets.alltrails.com/uploads/photo/image/10281516/icon_6120a41341b3b783a8a12066820a772a.jpg,http://alltrails.com/trail/us/california/tamarancho,37.991244,-122.606444,"Fairfax, CA",trail,5
Alameda Creek Trail and Mission San Jose,http://cdn-assets.alltrails.com/uploads/photo/image/10263696/icon_a98f8f6da114a63b24507bdc461ed953.jpg,http://alltrails.com/trail/us/california/alameda-creek-trail-and-mission-san-jose,37.54,-121.98,"Fremont, CA",trail,4
Alhambra Creek to Briones Peak,http://farm3.static.flickr.com/2322/2164747114_84947a9686_s.jpg,http://alltrails.com/trail/us/california/alhambra-creek-to-briones-peak,37.96583,-122.11667,"Martinez, CA",trail,0
Edgewood Trail,http://cdn-assets.alltrails.com/uploads/photo/image/10472952/icon_.jpg,http://alltrails.com/trail/us/california/edgewood-trail,37.4690913,-122.2916494,"Redwood City, CA",trail,4
Cascade Fire Road - Cascade Falls Trail,http://cdn-assets.alltrails.com/uploads/photo/image/10096465/icon_359174009ede605b9281608eeb92ac1d.jpg,http://alltrails.com/trail/us/california/repack-cascade-canyon-fire-rd,37.975,-122.616,"Fairfax, CA",trail,3
Muir Woods,//d185jh8djxl1sd.cloudfront.net/assets/placeholder/trail_placeholder-dc22afc75c66096d28b6bd39e4f111e3.png,http://alltrails.com/trail/us/california/muir-woods-dipsea-trail,37.904058,-122.555095,"Mill Valley, CA",trail,5
Waterdog Lake Park and Trail/John S Brooks Memorial Open Space - Belmont ,http://farm4.static.flickr.com/3572/3491918780_df28de07b3_s.jpg,http://alltrails.com/trail/us/california/waterdog-lake-park-and-trail-john-s-brooks-memorial-open-space-belmo,37.51051,-122.3006,"Belmont, CA",trail,4
Garin Regional Park: Garin Peak Trail,http://cdn-assets.alltrails.com/uploads/photo/image/10318026/icon_b990993fdf782f6a4721cd328d45f7a8.jpg,http://alltrails.com/trail/us/california/garin-regional-park-garin-peak-trail,37.62935,-122.02849,"Hayward, CA",trail,4
Upper San Leandro Reservoir: King Canyon Loop,http://cdn-assets.alltrails.com/uploads/photo/image/10298591/icon_69af7a8ba9f9f405be7c39b860f82f7c.jpg,http://alltrails.com/trail/us/california/upper-san-leandro-reservoir-king-canyon-loop,37.82257,-122.13756,"Canyon, CA",trail,4
Wunderlich County Park Trails,http://cdn-assets.alltrails.com/uploads/photo/image/10471229/icon_.jpg,http://alltrails.com/trail/us/california/wunderlich-county-park-trails,37.4109,-122.2614,"Redwood City, CA",trail,4
Phoenix Lake Trail,http://cdn-assets.alltrails.com/uploads/photo/image/10302965/icon_685df7fb4713fefd2032f9aeae6b8375.jpg,http://alltrails.com/trail/us/california/phoenix-lake-trail,37.95907,-122.57201,"Ross, CA",trail,5
Bay Area Ridge Trail: Tilden Regional Park to Redwood Regional Park,http://cdn-assets.alltrails.com/uploads/photo/image/10352690/icon_97863412733128477fc24625ddcf3a07.jpg,http://alltrails.com/trail/us/california/bay-area-ridge-trail-tilden-regional-park-to-redwood-regional-park,37.89522,-122.24014,"Orinda, CA",trail,0
Eagle Eye - Eagle Peak,http://cdn-assets.alltrails.com/uploads/photo/image/10360983/icon_0a8e5b86fe520bf51b6a14cc02fc5aef.jpg,http://alltrails.com/trail/us/california/eagle-eye-eagle-peak,37.92222,-121.93778,"Clayton, CA",trail,4
Juniper / Summit Loop,http://cdn-assets.alltrails.com/uploads/photo/image/10400684/icon_.jpg,http://alltrails.com/trail/us/california/juniper-summit-loop,37.87667,-121.92667,"Walnut Creek, CA",trail,5
Coastal Trail,http://cdn-assets.alltrails.com/uploads/photo/image/10281865/icon_a0061845e2d56cf610f2516f0bd8376a.jpg,http://alltrails.com/trail/us/california/muir-woods-coastal-trail,37.863605,-122.575107,"Sausalito, CA",trail,4
Sawyer Camp Trail,http://cdn-assets.alltrails.com/uploads/photo/image/10397723/icon_6790d4e2ef5d98dadfa84ca24fa06a92.jpg,http://alltrails.com/trail/us/california/sawyer-camp-trail,37.53122,-122.36533,"Burlingame, CA",trail,4
Coyote Hills Regional Park Trails,//d185jh8djxl1sd.cloudfront.net/assets/placeholder/trail_placeholder-dc22afc75c66096d28b6bd39e4f111e3.png,http://alltrails.com/trail/us/california/coyote-hills-regional-park-trails,37.55392,-122.09177,"Fremont, CA",trail,5
McNee Ranch State Park Trail,http://cdn-assets.alltrails.com/uploads/photo/image/10398803/icon_79aa5a1a32300d8db54ec3a9b7662bc8.jpg,http://alltrails.com/trail/us/california/mcnee-ranch-out-and-back,37.55767,-122.50767,"Pacifica, CA",trail,4
Mount Davidson: The Jungle at the Top of San Francisco Trail,http://cdn-assets.alltrails.com/uploads/photo/image/10226761/icon_d155448faf2d3ca1b201f28ea1eb14a8.jpg,http://alltrails.com/trail/us/california/mount-davidson-the-jungle-at-the-top-of-san-francisco-trail,37.738344,-122.455931,"San Francisco, CA",trail,4
Bayview Trail,http://cdn-assets.alltrails.com/uploads/photo/image/10333862/icon_5ad74b4c8b025a6141e9c4272daa2168.jpg,http://alltrails.com/trail/us/california/bayview-trail,37.53889,-122.07667,"Fremont, CA",trail,4
Matt Davis Trail,http://cdn-assets.alltrails.com/uploads/photo/image/10388980/icon_fa67f36309c658c9997f4b91bc9ec10f.jpg,http://alltrails.com/trail/us/california/matt-davis-trail,37.9132589,-122.5947014,"Mill Valley, CA",trail,5
Cataract Falls loop from Rock Spring,http://cdn-assets.alltrails.com/uploads/photo/image/10516500/icon_.jpg,http://alltrails.com/trail/us/california/cataract-falls-loop-from-rock-spring,37.9106,-122.6127,"Stinson Beach, CA",trail,0
El Corte de Madera Mountain Bike,http://cdn-assets.alltrails.com/uploads/photo/image/10649916/icon_e297abf9722f0915d9adf4be888f564a.jpg,http://alltrails.com/trail/us/california/el-corte-de-madera-mountain-bike,37.4112099,-122.3061186,"Redwood City, CA",trail,4
Lime Ridge Open Space Trail,http://cdn-assets.alltrails.com/uploads/photo/image/10376355/icon_59acd8a06231b994b94d0b9fe97e93a2.jpg,http://alltrails.com/trail/us/california/lime-ridge-open-space-trail,37.92393,-121.9966,"Walnut Creek, CA",trail,3
Presidio,http://cdn-assets.alltrails.com/uploads/photo/image/10581782/icon_4cfc6533f26a05835c2b85b94480bd4a.jpg,http://alltrails.com/trail/us/california/presidio,37.804629,-122.4728414,"San Francisco, CA",trail,4
Bear Valley Trail to Arch Rock,http://cdn-assets.alltrails.com/uploads/photo/image/10306817/icon_b5544824f090a6731c86068a28b2781a.jpg,http://alltrails.com/trail/us/california/bear-valley-trail-to-arch-rock,38.014864,-122.800512,"Point Reyes Station, CA",trail,5
Bolinas Ridge Trail,http://farm4.static.flickr.com/3418/3381933088_e904005866_s.jpg,http://alltrails.com/trail/us/california/bolinas-ridge-trail,37.9981918,-122.7251816,"Point Reyes Station, CA",trail,4
Tafoni Sandstone Formation,http://cdn-assets.alltrails.com/uploads/photo/image/10481549/icon_.jpg,http://alltrails.com/trail/us/california/tafoni-sandstone-formation,37.41182,-122.30649,"Redwood City, CA",trail,4
Contra Costa Canal Trail,//d185jh8djxl1sd.cloudfront.net/assets/placeholder/trail_placeholder-dc22afc75c66096d28b6bd39e4f111e3.png,http://alltrails.com/trail/us/california/contra-costa-canal-trail,37.9005,-122.06,"Walnut Creek, CA",trail,4
Fairway Falls Trail,http://cdn-assets.alltrails.com/uploads/photo/image/10271624/icon_46e0aab432980b9e2055113f0dd208fd.jpg,http://alltrails.com/trail/us/california/fairway-falls,38.062403,-122.58635,"Novato, CA",trail,3
Mount Diablo Grand Loop,http://cdn-assets.alltrails.com/uploads/photo/image/10631798/icon_c63df9c1e26404b888f473c7355e87c9.jpg,http://alltrails.com/trail/us/california/mount-diablo-grand-loop,37.9364508,-121.9441532,"Clayton, CA",trail,4
East - West Ridge Loop,http://cdn-assets.alltrails.com/uploads/photo/image/10351702/icon_f42250db35992f8df776b8d86d64050d.jpg,http://alltrails.com/trail/us/california/east-west-ridge-loop,37.81392,-122.16183,"Oakland, CA",trail,4
Shoreline at Mountain View: Shoreline Walk South to the Marsh,http://cdn-assets.alltrails.com/uploads/photo/image/10610022/icon_286cf55bed4b1fbef191b7399c5b0d98.jpg,http://alltrails.com/trail/us/california/shoreline-at-mountain-view-shoreline-walk-south-to-the-marsh,37.43329,-122.08772,"Mountain View, CA",trail,4
Rock City to the Summit,http://cdn-assets.alltrails.com/uploads/photo/image/10607349/icon_6db11fb818b4780eaf73215ed63668fb.jpg,http://alltrails.com/trail/us/california/rock-city-to-the-summit,37.86203,-121.92942,"Walnut Creek, CA",trail,3
Fisherman's Wharf,http://farm5.static.flickr.com/4057/4640815206_18746ac3ce_s.jpg,http://alltrails.com/trail/us/california/fishermans-wharf,37.8077222,-122.4196652,"San Francisco, CA",trail,4
Foster City and San Mateo Bikeways,http://cdn-assets.alltrails.com/uploads/photo/image/10366999/icon_142894482f8732e8eeb3c6937b0b1d73.jpg,http://alltrails.com/trail/us/california/foster-city-and-san-mateo-bikeways,37.552325,-122.250551,"San Mateo, CA",trail,3
Fort Funston,http://cdn-assets.alltrails.com/uploads/photo/image/10639990/icon_f28402796f7939e081b7a1364e398772.jpg,http://alltrails.com/trail/us/california/fort-funston,37.7189854,-122.500338,"San Francisco, CA",trail,5
Coastal Trail and alamare falls,//d185jh8djxl1sd.cloudfront.net/assets/placeholder/trail_placeholder-dc22afc75c66096d28b6bd39e4f111e3.png,http://alltrails.com/trail/us/california/coastal-trail-and-haypress-camp,37.83472,-122.54667,"Sausalito, CA",trail,0
Muir Farm And Mount Wanda: John Muir Nature Trail,http://cdn-assets.alltrails.com/uploads/photo/image/10380295/icon_1664216eef52d9245575e4b63ac6d420.jpg,http://alltrails.com/trail/us/california/muir-farm-and-mount-wanda-john-muir-nature-trail,37.98931,-122.12925,"Martinez, CA",trail,4
Point Bonita Lighthouse,http://cdn-assets.alltrails.com/uploads/photo/image/10365946/icon_a515075202c07cd9d167ca62c030beee.jpg,http://alltrails.com/trail/us/california/railroad-grade,37.819836,-122.530324,"Sausalito, CA",trail,5
Whittemore Gulch Trail - Harkins Ridge Trail Loop,http://farm3.static.flickr.com/2060/2124336273_f7e3987d23_s.jpg,http://alltrails.com/trail/us/california/purisima-creek-redwoods-whittemore-gulch-trail-harkins-ridge-trail,37.45022,-122.3383909,"Redwood City, CA",trail,5
Los Altos - Stanford - Los Altos Bike Path,//d185jh8djxl1sd.cloudfront.net/assets/placeholder/trail_placeholder-dc22afc75c66096d28b6bd39e4f111e3.png,http://alltrails.com/trail/us/california/los-altos-stanford-los-altos-bike-path,37.42897,-122.16993,"Stanford, CA",trail,3
Arch Rock Trail,http://cdn-assets.alltrails.com/uploads/photo/image/10251848/icon_6cc5ad76ba855a9a3108b9f4cb1e0634.jpg,http://alltrails.com/trail/us/california/arch-rock-trail,38.039371,-122.79994,"Point Reyes Station, CA",trail,5
Cogswell Marsh / Hayward Regional Shoreline,http://cdn-assets.alltrails.com/uploads/photo/image/10589461/icon_.jpg,http://alltrails.com/trail/us/california/cogswell-marsh-hayward-regional-shoreline,37.64667,-122.14333,"Hayward, CA",trail,3
Golden Gate Ramble,http://cdn-assets.alltrails.com/uploads/photo/image/10258552/icon_35c848f68ec90d61805cf84e5b34afc4.jpg,http://alltrails.com/trail/us/california/golden-gate-ramble,37.8963622,-122.4902784,"Belvedere-Tiburon, CA",trail,4
Gerbode Valley Loop,http://cdn-assets.alltrails.com/uploads/photo/image/10564585/icon_dfa0a02ff432448d3c609c03b7a95158.jpg,http://alltrails.com/trail/us/california/gerbode-valley-loop,37.832701,-122.5175793,"Mill Valley, CA",trail,4
Pine Creek and Wall Point Trail,http://cdn-assets.alltrails.com/uploads/photo/image/10625323/icon_e358bbc7fe5ca78b4fd4e1788a466b22.jpg,http://alltrails.com/trail/us/california/pine-creek-and-wall-point-trail,37.86167,-121.97667,"Alamo, CA",trail,5
Boardwalk / Catwalk Trails Loop ,http://cdn-assets.alltrails.com/uploads/photo/image/10510220/icon_.jpg,http://alltrails.com/trail/us/california/boardwalk-catwalk-trails-loop,37.44884,-122.10153,"Palo Alto, CA",trail,4
Terra Linda - Sleepy Hollow Ridge Trails,http://cdn-assets.alltrails.com/uploads/photo/image/10203843/icon_aa41dbe4141ea8b0581254b59d39c2ed.jpg,http://alltrails.com/trail/us/california/terra-linda-sleepy-hollow-ridge-trails,38.006,-122.57,"San Anselmo, CA",trail,2
Sky Trail to Arch Rock loop,http://cdn-assets.alltrails.com/uploads/photo/image/10353536/icon_eba191f1ae7ef260dda9384981d9e662.jpg,http://alltrails.com/trail/us/california/sky-trail-to-arch-rock-loop,38.0392141,-122.7997851,"Point Reyes Station, CA",trail,5
Mount Wittenberg,http://cdn-assets.alltrails.com/uploads/photo/image/10131931/icon_3206261e27b8c0b8005d28a04022614d.jpg,http://alltrails.com/trail/us/california/mount-wittenberg,38.03819,-122.82017,"Point Reyes Station, CA",trail,4
San Andreas Lake,//d185jh8djxl1sd.cloudfront.net/assets/placeholder/trail_placeholder-dc22afc75c66096d28b6bd39e4f111e3.png,http://alltrails.com/trail/us/california/san-andreas-lake,37.6125,-122.43667,"Millbrae, CA",trail,3
Blue Rock Springs Park,http://cdn-assets.alltrails.com/uploads/photo/image/10132043/icon_470ee29f8dc644a53dc4f9442ba23a27.jpg,http://alltrails.com/trail/us/california/blue-rock-springs-park,38.125883,-122.190878,"Vallejo, CA",trail,3
Old Briones Road Trail,http://cdn-assets.alltrails.com/uploads/photo/image/10477733/icon_.jpg,http://alltrails.com/trail/us/california/old-briones-road-trail,37.954059,-122.13498,"Martinez, CA",trail,5
Marin County Open Space District: Deer Island Trail,//d185jh8djxl1sd.cloudfront.net/assets/placeholder/trail_placeholder-dc22afc75c66096d28b6bd39e4f111e3.png,http://alltrails.com/trail/us/california/marin-county-open-space-district-deer-island-trail,38.10259,-122.53959,"Novato, CA",trail,4
Mountain Home Inn to East Peak,//d185jh8djxl1sd.cloudfront.net/assets/placeholder/trail_placeholder-dc22afc75c66096d28b6bd39e4f111e3.png,http://alltrails.com/trail/us/california/mountain-home-inn-to-east-peak,37.91162,-122.57708,"Mill Valley, CA",trail,5
Lake Merritt,http://cdn-assets.alltrails.com/uploads/photo/image/10376335/icon_1ffa324a95358c5b828fd76c2b702a83.jpg,http://alltrails.com/trail/us/california/lake-merritt,37.80361,-122.25611,"Oakland, CA",trail,5
Mori Ridge Trail,http://cdn-assets.alltrails.com/uploads/photo/image/10459182/icon_.jpg,http://alltrails.com/trail/us/california/mori-ridge-trail,37.6185471,-122.469141,"Pacifica, CA",trail,4
Purisima: Whittemore Gulch Out-and-Back,http://cdn-assets.alltrails.com/uploads/photo/image/10362652/icon_77e3e31f7159dd5df75521376e14c43b.jpg,http://alltrails.com/trail/us/california/purisima-whittemore-gulch-out-and-back,37.45,-122.3365,"Redwood City, CA",trail,1
Miller/Knox Regional Shoreline: Scenic Loop Trail,http://cdn-assets.alltrails.com/uploads/photo/image/10133578/icon_8aa46f5a01f75d00789297dda24b025c.jpg,http://alltrails.com/trail/us/california/miller-knox-regional-shoreline-scenic-loop-trail,37.91597,-122.38418,"Richmond, CA",trail,5
Big Canyon and Eaton Parks - San Carlos,//d185jh8djxl1sd.cloudfront.net/assets/placeholder/trail_placeholder-dc22afc75c66096d28b6bd39e4f111e3.png,http://alltrails.com/trail/us/california/big-canyon-and-eaton-parks-san-carlos,37.48438,-122.27003,"San Carlos, CA",trail,3
