Palace of Fine Arts,3601 Lyon Street,San Francisco,CA,94123,"415 563 6504, 415 561 0364",San Francisco Magic Show Marin Headlands Marrakech Magic Theater Lands End Golden Gate Bridge Alcatraz AT&T Park San Francisco Bay Beach Blanket Babylon San Francisco Opera Walt Disney Family Museum Legion of Honor Twin Peaks Golden Gate Park Crissy Field Asian Art Museum San Francisco Symphony Cable Car Museum Glide Memorial United Methodist Church,http://www.tripadvisor.com/Attraction_Review-g60713-d104538-Reviews-Palace_of_Fine_Arts-San_Francisco_California.html
Crissy Field,1199 East Beach,San Francisco,CA,94129,415-561-4323,San Francisco Magic Show Marin Headlands Marrakech Magic Theater Lands End Golden Gate Bridge Alcatraz AT&T Park San Francisco Bay Beach Blanket Babylon San Francisco Opera Walt Disney Family Museum Legion of Honor Twin Peaks Golden Gate Park Palace of Fine Arts Asian Art Museum San Francisco Symphony Cable Car Museum Glide Memorial United Methodist Church,http://www.tripadvisor.com/Attraction_Review-g60713-d144990-Reviews-Crissy_Field-San_Francisco_California.html
Asian Art Museum,200 Larkin Street,San Francisco,CA,94102,415 581 3500,San Francisco Magic Show Marin Headlands Marrakech Magic Theater Lands End Golden Gate Bridge Alcatraz AT&T Park San Francisco Bay Beach Blanket Babylon San Francisco Opera Walt Disney Family Museum Legion of Honor Twin Peaks Golden Gate Park Palace of Fine Arts Crissy Field San Francisco Symphony Cable Car Museum Glide Memorial United Methodist Church,http://www.tripadvisor.com/Attraction_Review-g60713-d103857-Reviews-Asian_Art_Museum-San_Francisco_California.html
San Francisco Symphony,201 Van Ness Avenues,San Francisco,CA,"",415-864-6000,"Owner description: Presents and performs over 220 concerts annually, from September through July. In 2011-12 celebrates its 100th centennial season- learn more at our website. « less  San Francisco Magic Show Marin Headlands Marrakech Magic Theater Lands End Golden Gate Bridge Alcatraz AT&T Park San Francisco Bay Beach Blanket Babylon San Francisco Opera Walt Disney Family Museum Legion of Honor Twin Peaks Golden Gate Park Palace of Fine Arts Crissy Field Asian Art Museum Cable Car Museum Glide Memorial United Methodist Church",http://www.tripadvisor.com/Attraction_Review-g60713-d142413-Reviews-San_Francisco_Symphony-San_Francisco_California.html
Cable Car Museum,1201 Mason Street,San Francisco,CA,94108,415 474 1887,San Francisco Magic Show Marin Headlands Marrakech Magic Theater Lands End Golden Gate Bridge Alcatraz AT&T Park San Francisco Bay Beach Blanket Babylon San Francisco Opera Walt Disney Family Museum Legion of Honor Twin Peaks Golden Gate Park Palace of Fine Arts Crissy Field Asian Art Museum San Francisco Symphony Glide Memorial United Methodist Church,http://www.tripadvisor.com/Attraction_Review-g60713-d104939-Reviews-Cable_Car_Museum-San_Francisco_California.html
Glide Memorial United Methodist Church,330 Ellis Street,San Francisco,CA,94102,415 771 6000,San Francisco Magic Show Marin Headlands Marrakech Magic Theater Lands End Golden Gate Bridge Alcatraz AT&T Park San Francisco Bay Beach Blanket Babylon San Francisco Opera Walt Disney Family Museum Legion of Honor Twin Peaks Golden Gate Park Palace of Fine Arts Crissy Field Asian Art Museum San Francisco Symphony Cable Car Museum,http://www.tripadvisor.com/Attraction_Review-g60713-d143985-Reviews-Glide_Memorial_United_Methodist_Church-San_Francisco_California.html
Angel Island State Park,Pier 41,San Francisco,CA,94109,415 435 1915,"Owner description: The largest island in San Francisco Bay features magnificent views of Marin County and San Francisco, while offering a wide variety of recreation for outdoor enthusiasts. « less  San Francisco Magic Show Marin Headlands Marrakech Magic Theater Lands End Golden Gate Bridge Alcatraz AT&T Park San Francisco Bay Beach Blanket Babylon San Francisco Opera Walt Disney Family Museum Legion of Honor Twin Peaks Golden Gate Park Palace of Fine Arts Crissy Field Asian Art Museum San Francisco Symphony Cable Car Museum Glide Memorial United Methodist Church",http://www.tripadvisor.com/Attraction_Review-g60713-d208341-Reviews-Angel_Island_State_Park-San_Francisco_California.html
de Young Museum,50 Hagiwara Tea Garden Dr,San Francisco,CA,94118,415 750-3600,San Francisco Magic Show Marin Headlands Marrakech Magic Theater Lands End Golden Gate Bridge Alcatraz AT&T Park San Francisco Bay Beach Blanket Babylon San Francisco Opera Walt Disney Family Museum Legion of Honor Twin Peaks Golden Gate Park Palace of Fine Arts Crissy Field Asian Art Museum San Francisco Symphony Cable Car Museum Glide Memorial United Methodist Church,http://www.tripadvisor.com/Attraction_Review-g60713-d127943-Reviews-De_Young_Museum-San_Francisco_California.html
Musee Mecanique,"Pier 45, Fishermen's Wharf",San Francisco,CA,94133,415-346-2000,San Francisco Magic Show Marin Headlands Marrakech Magic Theater Lands End Golden Gate Bridge Alcatraz AT&T Park San Francisco Bay Beach Blanket Babylon San Francisco Opera Walt Disney Family Museum Legion of Honor Twin Peaks Golden Gate Park Palace of Fine Arts Crissy Field Asian Art Museum San Francisco Symphony Cable Car Museum Glide Memorial United Methodist Church,http://www.tripadvisor.com/Attraction_Review-g60713-d104542-Reviews-Musee_Mecanique-San_Francisco_California.html
California Academy of Sciences,55 Concourse Drive,San Francisco,CA,94118,415-379-8000,"Owner description: The world’s only aquarium-planetarium-rainforest-living museum.Come nose-to-beak with penguins and parrots, watch sharks and sting rays cruise beneath your feet, and feel the spray of the California coast. Fly to Mars (and beyond the Milky Way!) from the safety of your planetarium seat, take a virtual safari in African Hall, or climb into the canopy of a living rainforest. Face your fears—and an albino alligator—inside the Swamp, and meet scientists as they return from research expeditions around the world. From the depths of a Philippine coral reef to the outer reaches of the Universe, it's all inside the California Academy of Sciences. « less  San Francisco Magic Show Marin Headlands Marrakech Magic Theater Lands End Golden Gate Bridge Alcatraz AT&T Park San Francisco Bay Beach Blanket Babylon San Francisco Opera Walt Disney Family Museum Legion of Honor Twin Peaks Golden Gate Park Palace of Fine Arts Crissy Field Asian Art Museum San Francisco Symphony Cable Car Museum Glide Memorial United Methodist Church",http://www.tripadvisor.com/Attraction_Review-g60713-d117078-Reviews-California_Academy_of_Sciences-San_Francisco_California.html
Castro Theatre,429 Castro Street,San Francisco,CA,94114,415 621 6120,San Francisco Magic Show Marin Headlands Marrakech Magic Theater Lands End Golden Gate Bridge Alcatraz AT&T Park San Francisco Bay Beach Blanket Babylon San Francisco Opera Walt Disney Family Museum Legion of Honor Twin Peaks Golden Gate Park Palace of Fine Arts Crissy Field Asian Art Museum San Francisco Symphony Cable Car Museum Glide Memorial United Methodist Church,http://www.tripadvisor.com/Attraction_Review-g60713-d270041-Reviews-Castro_Theatre-San_Francisco_California.html
War Memorial Opera House,301 Van Ness Avenue at Grove Street,San Francisco,CA,"",415 864 3330,San Francisco Magic Show Marin Headlands Marrakech Magic Theater Lands End Golden Gate Bridge Alcatraz AT&T Park San Francisco Bay Beach Blanket Babylon San Francisco Opera Walt Disney Family Museum Legion of Honor Twin Peaks Golden Gate Park Palace of Fine Arts Crissy Field Asian Art Museum San Francisco Symphony Cable Car Museum Glide Memorial United Methodist Church,http://www.tripadvisor.com/Attraction_Review-g60713-d156729-Reviews-War_Memorial_Opera_House-San_Francisco_California.html
Golden Gate National Recreation Area,"Can be reached by Highways 1, 101, 280 and 880",San Francisco,CA,94123,415-561-4700,San Francisco Magic Show Marin Headlands Marrakech Magic Theater Lands End Golden Gate Bridge Alcatraz AT&T Park San Francisco Bay Beach Blanket Babylon San Francisco Opera Walt Disney Family Museum Legion of Honor Twin Peaks Golden Gate Park Palace of Fine Arts Crissy Field Asian Art Museum San Francisco Symphony Cable Car Museum Glide Memorial United Methodist Church,http://www.tripadvisor.com/Attraction_Review-g60713-d104207-Reviews-Golden_Gate_National_Recreation_Area-San_Francisco_California.html
Fort Point National Historic Site,Long Ave & Marine Dr,San Francisco,CA,94129,415 556 1693,"Owner description: Originally constructed in the mid-1800's to prevent enemy entrance into the Bay Area, this is only the third brick fort on the West Coast of the United States. « less  San Francisco Magic Show Marin Headlands Marrakech Magic Theater Lands End Golden Gate Bridge Alcatraz AT&T Park San Francisco Bay Beach Blanket Babylon San Francisco Opera Walt Disney Family Museum Legion of Honor Twin Peaks Golden Gate Park Palace of Fine Arts Crissy Field Asian Art Museum San Francisco Symphony Cable Car Museum Glide Memorial United Methodist Church",http://www.tripadvisor.com/Attraction_Review-g60713-d143136-Reviews-Fort_Point_National_Historic_Site-San_Francisco_California.html
San Francisco Magic Parlor,433 Powell Street,San Francisco,CA,94102,415-513-8913,"Owner description: Embark on a theatrical journey where fascinating tales of Wonder and Shadow unfold. Our performance style seamlessly blends classical Conjuring classic with classical Storytelling. Our Victorian Parlor show is “Astonishment!” and that is exactly its intent. We introduce you to San Francisco’s most revered and feared eccentrics, offering captivating tales and astonishing conjuring. The evening’s vignettes are highlighted with magical moments employing unusual curios and rare artifacts. Time seems to stand still in our little Parlor situated within the historic Chancellor Hotel Union Square. Our whimsical turn-of-the-century venue evokes old San Francisco. We’ve reimagined the ambiance of La Belle Époque that brief moment in history from 1885 to 1910. A magical era when wealthy Europeans dined at Maxim’s and frolicked at Moulin Rouge. Our Guests Agree! “A real San Francisco treat, better than Rice-a-Roni!” “Our first night in San Francisco wisely spent.” “A must do for any native San Francisco.” Your Host, Walt Anthony, Conjurer & Teller-of-Tales, is a dynamic performer with more than thirty years of practical experience and formal training in acting, magic and entertainment. Walt has wit, exuberance, and an elegant style, making his performances unique and mesmerizing. ...A cozy and charming place where history and imagination meet: Anthony serves up saucy vignettes about some of The City’s most infamous historical figures... -San Francisco Examiner- …shimmering fairy tales are Anthony’s métier… conjuring up a façade of bygone elegance… -San Francisco Chronicle- You may enjoy light pre-show dinners, drinks, or desserts, from 5 pm to 7 pm in the lobby lounge. « less  San Francisco Magic Show Marin Headlands Marrakech Magic Theater Lands End Golden Gate Bridge Alcatraz AT&T Park San Francisco Bay Beach Blanket Babylon San Francisco Opera Walt Disney Family Museum Legion of Honor Twin Peaks Golden Gate Park Palace of Fine Arts Crissy Field Asian Art Museum San Francisco Symphony Cable Car Museum Glide Memorial United Methodist Church",http://www.tripadvisor.com/Attraction_Review-g60713-d3583620-Reviews-San_Francisco_Magic_Parlor-San_Francisco_California.html
Grace Cathedral,1100 California Street,San Francisco,CA,94108,415 749 6300,"Owner description: Grace Cathedral is home to a community where the best of Episcopal tradition courageously embraces innovation and open-minded conversation, where inclusion is expected and people of all faiths are welcomed, where beliefs are put into action and where people are encouraged to seek God and progress on their own spiritual journeys. The cathedral itself, a renowned San Francisco landmark, serves as a magnet, where diverse people gather to worship, celebrate, seek solace, converse and learn.Famed as a destination for visitors from all over the world, the cathedral is known for its striking architecture, stained glass, singular collection of art, and Interfaith AIDS Memorial Chapel. « less  San Francisco Magic Show Marin Headlands Marrakech Magic Theater Lands End Golden Gate Bridge Alcatraz AT&T Park San Francisco Bay Beach Blanket Babylon San Francisco Opera Walt Disney Family Museum Legion of Honor Twin Peaks Golden Gate Park Palace of Fine Arts Crissy Field Asian Art Museum San Francisco Symphony Cable Car Museum Glide Memorial United Methodist Church",http://www.tripadvisor.com/Attraction_Review-g60713-d116450-Reviews-Grace_Cathedral-San_Francisco_California.html
San Francisco Maritime National Historical Park,499 Jefferson St,San Francisco,CA,94109,415-447-5000,San Francisco Magic Show Marin Headlands Marrakech Magic Theater Lands End Golden Gate Bridge Alcatraz AT&T Park San Francisco Bay Beach Blanket Babylon San Francisco Opera Walt Disney Family Museum Legion of Honor Twin Peaks Golden Gate Park Palace of Fine Arts Crissy Field Asian Art Museum San Francisco Symphony Cable Car Museum Glide Memorial United Methodist Church,http://www.tripadvisor.com/Attraction_Review-g60713-d104217-Reviews-San_Francisco_Maritime_National_Historical_Park-San_Francisco_California.html
The Exploratorium,"Pier 15, on the Embarcadero",San Francisco,CA,94111,(415) 528-4360,"Owner description: Enter a world of hands-on curiosity, discovery and play.Experience the Exploratorium, a unique interactive museum dedicated to the excitement of experimentation, the pleasure of discovery, and power of play. Part museum, part laboratory, part studio, we make it possible for people to see the world around them through new eyes.Indulge your curiosity across six galleries and more than 600 exhibits, as you play, and discover new ways to understand the world around you.Located at Pier 15 along the Embarcadero, between Pier 39 and the Ferry Building, the Exploratorium is a newly polished gem with a restaurant on the Bay, two gift shops and new outdoor exhibits, all located at a nexus of public transit and ample parking.Advanced tickets are available online to ensure quick and easy entry and a great visit. « less  San Francisco Magic Show Marin Headlands Marrakech Magic Theater Lands End Golden Gate Bridge Alcatraz AT&T Park San Francisco Bay Beach Blanket Babylon San Francisco Opera Walt Disney Family Museum Legion of Honor Twin Peaks Golden Gate Park Palace of Fine Arts Crissy Field Asian Art Museum San Francisco Symphony Cable Car Museum Glide Memorial United Methodist Church",http://www.tripadvisor.com/Attraction_Review-g60713-d102775-Reviews-The_Exploratorium-San_Francisco_California.html
Presidio National Park,"",San Francisco,CA,94129,415 561 4323,"Owner description: A military installation from 1776 until 1994, the Presidio saw duty for Spain, Mexico and the U.S.; it is now a national park with almost 1,500 acres of hiking and biking trails, beautiful beaches and stunning views. « less  San Francisco Magic Show Marin Headlands Marrakech Magic Theater Lands End Golden Gate Bridge Alcatraz AT&T Park San Francisco Bay Beach Blanket Babylon San Francisco Opera Walt Disney Family Museum Legion of Honor Twin Peaks Golden Gate Park Palace of Fine Arts Crissy Field Asian Art Museum San Francisco Symphony Cable Car Museum Glide Memorial United Methodist Church",http://www.tripadvisor.com/Attraction_Review-g60713-d128930-Reviews-Presidio_National_Park-San_Francisco_California.html
Japanese Tea Garden,Golden Gate Park,San Francisco,CA,94117,415 752 4227,San Francisco Magic Show Marin Headlands Marrakech Magic Theater Lands End Golden Gate Bridge Alcatraz AT&T Park San Francisco Bay Beach Blanket Babylon San Francisco Opera Walt Disney Family Museum Legion of Honor Twin Peaks Golden Gate Park Palace of Fine Arts Crissy Field Asian Art Museum San Francisco Symphony Cable Car Museum Glide Memorial United Methodist Church,http://www.tripadvisor.com/Attraction_Review-g60713-d142415-Reviews-Japanese_Tea_Garden-San_Francisco_California.html
16th Ave Tiled Steps Project,Moraga Street Between 15th and 16th Avenue,San Francisco,CA,"",Website,San Francisco Magic Show Marin Headlands Marrakech Magic Theater Lands End Golden Gate Bridge Alcatraz AT&T Park San Francisco Bay Beach Blanket Babylon San Francisco Opera Walt Disney Family Museum Legion of Honor Twin Peaks Golden Gate Park Palace of Fine Arts Crissy Field Asian Art Museum San Francisco Symphony Cable Car Museum Glide Memorial United Methodist Church,http://www.tripadvisor.com/Attraction_Review-g60713-d3440316-Reviews-16th_Ave_Tiled_Steps_Project-San_Francisco_California.html
SS Jeremiah O'Brien,"Pier 45, Fisherman's Wharf",San Francisco,CA,94133,(415) 544-0100,San Francisco Magic Show Marin Headlands Marrakech Magic Theater Lands End Golden Gate Bridge Alcatraz AT&T Park San Francisco Bay Beach Blanket Babylon San Francisco Opera Walt Disney Family Museum Legion of Honor Twin Peaks Golden Gate Park Palace of Fine Arts Crissy Field Asian Art Museum San Francisco Symphony Cable Car Museum Glide Memorial United Methodist Church,http://www.tripadvisor.com/Attraction_Review-g60713-d104529-Reviews-SS_Jeremiah_O_Brien-San_Francisco_California.html
Filbert Steps,Sansome St. & Filbert St.,San Francisco,CA,"",Update attraction details,San Francisco Magic Show Marin Headlands Marrakech Magic Theater Lands End Golden Gate Bridge Alcatraz AT&T Park San Francisco Bay Beach Blanket Babylon San Francisco Opera Walt Disney Family Museum Legion of Honor Twin Peaks Golden Gate Park Palace of Fine Arts Crissy Field Asian Art Museum San Francisco Symphony Cable Car Museum Glide Memorial United Methodist Church,http://www.tripadvisor.com/Attraction_Review-g60713-d142463-Reviews-Filbert_Steps-San_Francisco_California.html
San Francisco Ballet,401 Van Ness Ave,San Francisco,CA,94102,415-703-9400,San Francisco Magic Show Marin Headlands Marrakech Magic Theater Lands End Golden Gate Bridge Alcatraz AT&T Park San Francisco Bay Beach Blanket Babylon San Francisco Opera Walt Disney Family Museum Legion of Honor Twin Peaks Golden Gate Park Palace of Fine Arts Crissy Field Asian Art Museum San Francisco Symphony Cable Car Museum Glide Memorial United Methodist Church,http://www.tripadvisor.com/Attraction_Review-g60713-d142414-Reviews-San_Francisco_Ballet-San_Francisco_California.html
Sutro Baths,Point Lobos,San Francisco,CA,"",Website,San Francisco Magic Show Marin Headlands Marrakech Magic Theater Lands End Golden Gate Bridge Alcatraz AT&T Park San Francisco Bay Beach Blanket Babylon San Francisco Opera Walt Disney Family Museum Legion of Honor Twin Peaks Golden Gate Park Palace of Fine Arts Crissy Field Asian Art Museum San Francisco Symphony Cable Car Museum Glide Memorial United Methodist Church,http://www.tripadvisor.com/Attraction_Review-g60713-d3242904-Reviews-Sutro_Baths-San_Francisco_California.html
Mission Dolores Park,Dolores Street,San Francisco,CA,94110,415-554-9529,San Francisco Magic Show Marin Headlands Marrakech Magic Theater Lands End Golden Gate Bridge Alcatraz AT&T Park San Francisco Bay Beach Blanket Babylon San Francisco Opera Walt Disney Family Museum Legion of Honor Twin Peaks Golden Gate Park Palace of Fine Arts Crissy Field Asian Art Museum San Francisco Symphony Cable Car Museum Glide Memorial United Methodist Church,http://www.tripadvisor.com/Attraction_Review-g60713-d545911-Reviews-Mission_Dolores_Park-San_Francisco_California.html
San Francisco Maritime National Historical Park Ships at Hyde Street Pier,499 Jefferson Street,San Francisco,CA,94109,415-447-5000,San Francisco Magic Show Marin Headlands Marrakech Magic Theater Lands End Golden Gate Bridge Alcatraz AT&T Park San Francisco Bay Beach Blanket Babylon San Francisco Opera Walt Disney Family Museum Legion of Honor Twin Peaks Golden Gate Park Palace of Fine Arts Crissy Field Asian Art Museum San Francisco Symphony Cable Car Museum Glide Memorial United Methodist Church,http://www.tripadvisor.com/Attraction_Review-g60713-d1603462-Reviews-San_Francisco_Maritime_National_Historical_Park_Ships_at_Hyde_Street_Pier-San_Fran.html
San Francisco Botanical Garden,1199 9th Ave,San Francisco,CA,94122,415 661 1316,San Francisco Magic Show Marin Headlands Marrakech Magic Theater Lands End Golden Gate Bridge Alcatraz AT&T Park San Francisco Bay Beach Blanket Babylon San Francisco Opera Walt Disney Family Museum Legion of Honor Twin Peaks Golden Gate Park Palace of Fine Arts Crissy Field Asian Art Museum San Francisco Symphony Cable Car Museum Glide Memorial United Methodist Church,http://www.tripadvisor.com/Attraction_Review-g60713-d104952-Reviews-San_Francisco_Botanical_Garden-San_Francisco_California.html
